DevCMD00085;0;;Write NA - CMD_RESET
DevCMD00086;0;;Write NA - CMD_START
DevCMD00087;0;;Write NA - CMD_STOP
DevCMD00088;0;;Write NA - CMD_WRITE
DevCMD00090;1;bergers;Write PD - CMD_CLEAR
DevCMD00091;1;bergers;Write PD - CMD_FLUSH
DevCMD00092;1;bergers;Write PD - CMD_READ
DevCMD00093;1;bergers;Write PD - CMD_RESET
DevCMD00094;1;bergers;Write PD - CMD_START
DevCMD00095;1;bergers;Write PD - CMD_STOP
DevCMD00096;1;bergers;Write PD - CMD_WRITE
DevCMD00098;1;bergers;Write PDCMD_QUERY
DevCMD00099;1;bergers;Write PDCMD_SETPARAMS
DevCMD00100;0;;Write PRD - CMD_FLUSH
DevCMD00101;0;;Write PRD - CMD_INVALID
DevCMD00102;0;;Write PRD - CMD_RESET
DevCMD00103;0;;Write PRD - CMD_START
DevCMD00104;0;;Write PRD - CMD_STOP
DevCMD00105;0;;Write PRD - CMD_WRITE
DevCMD00106;0;;Write PRD_DUMPRPORT
DevCMD00107;0;;Write PRD_PRTCOMMAND
DevCMD00108;0;;Write PRD_QUERY
DevCMD00109;0;;Write PRD_RAWWRITE
DevCMD00114;2;bergers;Write SD - CMD_CLEAR
DevCMD00115;2;bergers;Write SD - CMD_FLUSH
DevCMD00116;2;bergers;Write SD - CMD_READ
DevCMD00117;2;bergers;Write SD - CMD_RESET
DevCMD00118;1;bergers;Write SD - CMD_START
DevCMD00119;1;bergers;Write SD - CMD_STOP
DevCMD00120;2;bergers;Write SD - CMD_WRITE
DevCMD00122;2;bergers;Write SDCMD_BREAK
DevCMD00123;2;bergers;Write SDCMD_QUERY
DevCMD00124;2;bergers;Write SDCMD_SETPARAMS
DevCMD00126;1;UNKNOWN;Write TR_ADDREQUEST
DevCMD00127;2;UNKNOWN;Write TR_GETSYSTIME
DevCMD00128;2;UNKNOWN;Write TR_SETSYSTIME
DevCMD00129;0;;Write TD - CMD_CLEAR
DevCMD00130;0;;Write TD - CMD_READ
DevCMD00131;0;;Write TD - CMD_UPDATE
DevCMD00132;0;;Write TD - CMD_WRITE
DevCMD00133;0;;Write TD_ADDCHANGEINT
DevCMD00134;0;;Write TD_CHANGENUM
DevCMD00135;0;;Write TD_CHANGESTATE
DevCMD00136;0;;Write TD_EJECT
DevCMD00137;0;;Write TD_FORMAT
DevCMD00138;0;;Write TD_GETDRIVETYPE
DevCMD00139;0;;Write TD_GETGEOMETRY
DevCMD00140;0;;Write TD_GETNUMTRACKS
DevCMD00141;0;;Write TD_MOTOR
DevCMD00142;0;;Write TD_PROTSTATUS
DevCMD00143;0;;Write TD_RAWREAD
DevCMD00144;0;;Write TD_RAWWRITE
DevCMD00145;0;;Write TD_REMCHANGEINT
DevCMD00146;0;;Write TD_SEEK
disk00000;0;digulla;Write AllocUnit
disk00001;0;digulla;Write FreeUnit
disk00002;0;digulla;Write GetUnit
disk00003;0;digulla;Write GiveUnit
disk00004;0;digulla;Write GetUnitID
disk00005;0;digulla;Write ReadUnitID
diskfont00000;1;nlorentz;Write OpenDiskFont
diskfont00001;1;nlorentz;Write AvailFonts
diskfont00002;1;SDuvan;Write NewFontContents
diskfont00003;2;SDuvan;Write DisposeFontContents
diskfont00004;0;digulla;Write NewScaledDiskFont
dos00000;2;matthias;Write Open
dos00001;2;matthias;Write Close
dos00002;2;matthias;Write Read
dos00003;2;matthias;Write Write
dos00004;2;matthias;Write Input
dos00005;2;matthias;Write Output
dos00006;2;matthias;Write Seek
dos00007;2;matthias;Write DeleteFile
dos00008;2;hkiel;Write Rename
dos00009;2;matthias;Write Lock
